Feature,Subgroup Range,AUC (Steatosis Above None),AUC (Steatosis Above NAFL),AUC (Steatosis Above Probable NASH),Spearman Corr (Steatosis Above None),Spearman Corr (Steatosis Above NAFL),Spearman Corr (Steatosis Above Probable NASH),Max AUC
Height,"NAFL, Probable NASH, NASH",,0.5926381373995737,0.609820149610059,,-0.15288219199559483,-0.18395149877260691,0.609820149610059
SFI,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.6092803613592034,0.6097982310668877,0.5480371900826446,0.1543913124371052,0.18907694875267145,0.08004943242993819,0.6097982310668877
FIB-4_C,"None, NAFL, Probable NASH, NASH",0.5975609756097561,0.6015345563632167,0.6092035626694204,0.12554145130350042,0.19387943226891274,0.19714558266208065,0.6092035626694204
TFI,"NAFL, Probable NASH, NASH, Cirrhosis",,0.6091908876669285,0.5199691085613416,,0.1730770290884904,0.03448115737160137,0.6091908876669285
PLT,"NAFL, Probable NASH, NASH, Cirrhosis",,0.5581958627913066,0.6091681376875552,,-0.09224839041256234,-0.18850926884931457,0.6091681376875552
PLT,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.5499321310839635,0.5620557924662402,0.6090472027972027,-0.056981115751878086,-0.10462287485295468,-0.1853445513140388,0.6090472027972027
T.chol,"Others, NAFL, Probable NASH",0.6078748651564185,0.6088250517598344,,0.15162155929745913,0.18029664263252596,,0.6088250517598344
PLT,"Others, NASH, Cirrhosis",0.6085858585858586,0.6085858585858586,0.6085858585858586,-0.15945094956407563,-0.15945094956407563,-0.15945094956407563,0.6085858585858586
Spleen (HU),"None, NAFL, Probable NASH, NASH",0.6084857723577236,0.5105572862582208,0.5035497611978831,0.12541204447877932,0.018110298704058617,-0.005757114056406954,0.6084857723577236
PT INR,"Others, NASH",0.6083788706739526,0.6083788706739526,0.6083788706739526,-0.1735205894469014,-0.1735205894469014,-0.1735205894469014,0.6083788706739526
SFA (Attenuation),"Others, Probable NASH, NASH, Cirrhosis",0.5165837479270314,0.5165837479270314,0.6081880448318804,0.021462983591284884,0.021462983591284884,0.18657573573702818,0.6081880448318804
SFA (Attenuation),"Others, NAFL",0.6081871345029239,,,0.17503989410085352,,,0.6081871345029239
고혈압유무,"Others, Probable NASH, NASH",0.6079958463136033,0.6079958463136033,0.5556927913766,0.19221328628134635,0.19221328628134635,0.12306311790448712,0.6079958463136033
ALT,"Others, NASH",0.6077717061323619,0.6077717061323619,0.6077717061323619,-0.17219860218607183,-0.17219860218607183,-0.17219860218607183,0.6077717061323619
DBP,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.6073298429319371,0.5676083866382373,0.5580856643356643,0.12253664689857043,0.11403536241803386,0.09877087601918164,0.6073298429319371
Liver/Spleen Volume,"Others, None, NAFL, Probable NASH, NASH",0.5600191296030608,0.6072170301142263,0.5490738769427294,0.08844098398461131,0.1857053435944824,0.0766359434420828,0.6072170301142263
SFA (Area),"NAFL, Probable NASH, NASH",,0.6064928676832267,0.5428935222027694,,0.175672985820182,0.07181751665272577,0.6064928676832267
LDL,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.5094046926507659,0.5989250177683014,0.6061625874125874,0.01198170803656253,-0.18619745430357662,-0.20144665796178013,0.6061625874125874
SFA (Volume),"NAFL, Probable NASH, NASH",,0.606000983767831,0.5444851185739297,,0.17486144432043407,0.07448230891186536,0.606000983767831
당뇨병/당뇨병 전단계 유무,"None, NAFL, Probable NASH, NASH",0.6059451219512194,0.5867082035306335,0.5503420678972505,0.15809269716149885,0.19199852194592393,0.10539041819213071,0.6059451219512194
BMI_C,"NAFL, Probable NASH",,0.6056445461479786,,,0.19478258256019088,,0.6056445461479786
SFA (Volume),"Others, Probable NASH, NASH, Cirrhosis",0.6053067993366501,0.6053067993366501,0.5163449564134497,0.136289945804659,0.136289945804659,-0.028187701082572604,0.6053067993366501
VFA (Attenuation),"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.5995733953849136,0.60523276474769,0.5240821678321678,-0.11362678183783101,-0.17741153245677863,0.040930534442642094,0.60523276474769
T.chol,"Others, NAFL, Probable NASH, NASH",0.6047877145438121,0.5756564307966177,0.5171500630517024,0.12647864815773127,0.13010093611725906,0.027701631981674406,0.6047877145438121
LSM,"Others, None, NAFL",0.6044031647746819,,,-0.18146690970368756,,,0.6044031647746819
AST,"Others, NASH",0.6041287188828173,0.6041287188828173,0.6041287188828173,-0.16638952833677637,-0.16638952833677637,-0.16638952833677637,0.6041287188828173
DBP,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.6040960886972591,0.5772180762852405,0.5666691263282173,0.14714155628307077,0.13304005529601992,0.11115413471742418,0.6040960886972591
VFA (Volume),"NAFL, Probable NASH, NASH, Cirrhosis",,0.6040848389630794,0.5052956751985878,,0.1649834989512588,-0.009144174330590418,0.6040848389630794
SFA (Volume),"None, NAFL",0.6038011695906433,,,0.1642041008474834,,,0.6038011695906433
SFI,"None, NAFL",0.6038011695906432,,,0.1642041008474834,,,0.6038011695906432
T.chol,"Probable NASH, NASH, Cirrhosis",,,0.6037549407114625,,,-0.17067663592101173,0.6037549407114625
LDL,"NAFL, Probable NASH, NASH",,0.6036235448434168,0.5783065414610855,,-0.18904273402580665,-0.14499525862534546,0.6036235448434168
PLT,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5321835540498923,0.5561774461028193,0.6035271546635184,-0.04547046087610542,-0.09674306695248922,-0.17252401524323438,0.6035271546635184
Spleen_Vl_Nor_WH,"Others, NAFL, Probable NASH",0.5386551600143833,0.6035196687370601,,0.05432104172065413,-0.1714752925625125,,0.6035196687370601
T.chol,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.6032748177805153,0.5547954671088999,0.5197018890200709,0.14591693462546246,0.09436661979021388,-0.03283364160854744,0.6032748177805153
LDL,"None, NAFL, Probable NASH",0.6011326860841424,0.6031937734836286,,-0.14545294629456246,-0.18221396818960722,,0.6031937734836286
Liver/Spleen Volume,"Others, NASH, Cirrhosis",0.6031144781144782,0.6031144781144782,0.6031144781144782,-0.15140913172804898,-0.15140913172804898,-0.15140913172804898,0.6031144781144782
TG,"Others, Cirrhosis",0.6028806584362141,0.6028806584362141,0.6028806584362141,-0.17853158221846765,-0.17853158221846765,-0.17853158221846765,0.6028806584362141
T.chol,"Others, Cirrhosis",0.602880658436214,0.602880658436214,0.602880658436214,-0.17825906676524628,-0.17825906676524628,-0.17825906676524628,0.602880658436214
T.bil,"Others, None, NAFL, Probable NASH, NASH",0.6028216164514586,0.5578920041536863,0.572599531615925,-0.15201926583920636,-0.10060731131561036,-0.11375389822265808,0.6028216164514586
Glucose,"Others, Probable NASH",0.6026570048309179,0.6026570048309179,,0.1718303402972249,0.1718303402972249,,0.6026570048309179
FIB-4,"Others, Probable NASH, NASH, Cirrhosis",0.6025428413488114,0.6025428413488114,0.5845267745952677,-0.1327127818727782,-0.1327127818727782,0.14577068274130406,0.6025428413488114
AST,"Others, None, NAFL, Probable NASH",0.6025128498001142,0.5166062801932367,,-0.16716895383761027,-0.02633520918234738,,0.6025128498001142
PLT,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.512216404886562,0.5515017505067257,0.6024516821760917,-0.013327141372338121,-0.08645461505601656,-0.17451532575943002,0.6024516821760917
Waist,"NAFL, Probable NASH",,0.6020213577421816,,,0.17570434552514197,,0.6020213577421816
Height,"Others, NASH",0.6020036429872496,0.6020036429872496,0.6020036429872496,0.1630584704186363,0.1630584704186363,0.1630584704186363,0.6020036429872496
PT INR,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.6018033740546829,0.5513948116560057,0.5844405594405595,-0.1162882640254133,0.08673341984775083,0.14366112525700425,0.6018033740546829
HDL,"None, NAFL",0.601608187134503,,,0.16223028442748558,,,0.601608187134503
LDL,"Others, NAFL",0.601364522417154,,,0.1772296413302302,,,0.601364522417154
BMI_C,"NAFL, Probable NASH, NASH",,0.6013280865715691,0.552602260066847,,0.17864648400660216,0.09412895747780574,0.6013280865715691
FIB-4_C,"Others, Probable NASH, NASH, Cirrhosis",0.6011608623548922,0.6011608623548922,0.5677148194271482,-0.13901727230615482,-0.13901727230615482,0.12399622101534055,0.6011608623548922
Liver (PDFF),"None, NAFL",0.6008771929824561,,,0.15957863321797683,,,0.6008771929824561
DBP,"Others, Probable NASH",0.6006441223832528,0.6006441223832528,,0.1684559124964171,0.1684559124964171,,0.6006441223832528
DBP,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.6004581151832461,0.5628339782568639,0.5530601288475304,0.10964806038856016,0.10553173777083841,0.09042845699445301,0.6004581151832461
Liver (HU),"NAFL, Probable NASH, NASH, Cirrhosis",,0.6004189578423671,0.5511915269196823,,0.15917275936555414,0.08839368519570738,0.6004189578423671
SFA (Attenuation),"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5612360127296993,0.6003316749585406,0.5038370720188902,-0.08651424881985276,-0.1727751602195588,0.006394117490563419,0.6003316749585406
T.chol,"Others, None, NAFL",0.5995872033023736,,,0.17224872638815814,,,0.5995872033023736
T.chol,"Others, NASH",0.5995749848208864,0.5995749848208864,0.5995749848208864,0.1591032083682503,0.1591032083682503,0.1591032083682503,0.5995749848208864
Spleen_Vl_Nor_BSA,"None, NAFL, Probable NASH",0.5995145631067962,0.5995705850778315,,-0.13496191736961657,-0.16578790744761732,,0.5995705850778315
BMI,"NAFL, Probable NASH",,0.5995423340961098,,,0.17143489413854973,,0.5995423340961098
Sex,"Others, Probable NASH, NASH",0.5991692627206646,0.5991692627206646,0.5032562317538738,0.16385387510790395,0.16385387510790395,-0.006679554782808971,0.5991692627206646
Liver (HU),"NAFL, Probable NASH",,0.5991609458428679,,,0.17077758656050795,,0.5991609458428679
SMA (Attenuation),"Others, NAFL, Probable NASH",0.5990650845019777,0.520703933747412,,0.1392134604096764,-0.0342950585125025,,0.5990650845019777
LSM_C,"None, NAFL",0.5990497076023392,,,0.17222133632433972,,,0.5990497076023392
FIB-4_C,"NAFL, Probable NASH, NASH",,0.5905066404328577,0.598838134649053,,0.16424282643073568,0.18204750005084516,0.598838134649053
Spleen_Vl_Nor_BSA,"Probable NASH, NASH",,,0.5987170349251603,,,0.1693018673850728,0.5987170349251603
SMI,"Others, None, NAFL",0.5985552115583075,,,0.17044630686952952,,,0.5985552115583075
고혈압유무,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5825377271327379,0.5984660033167496,0.5819805194805195,0.1559096345470239,0.22670926236781394,0.1826547787061613,0.5984660033167496
Spleen (HU),"None, NAFL, Probable NASH, NASH, Cirrhosis",0.5979493891797556,0.5007370554634236,0.5184323550465284,0.10685156742651553,-0.001237234264805821,-0.03139647454093187,0.5979493891797556
Sex,"Others, Probable NASH, NASH, Cirrhosis",0.5978441127694859,0.5978441127694859,0.5014009962640099,0.15023998597486274,0.15023998597486274,0.0028665287170528972,0.5978441127694859
Weight,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.5978403141361256,0.503869541182974,0.5419649248389407,0.10674498552812255,0.0064962349180610925,-0.07148863190378102,0.5978403141361256
FIB-4_C,"Others, None, NAFL",0.5976952184382525,,,-0.19002490297669522,,,0.5976952184382525
Spleen_Vl_Nor_BSA,"Others, NAFL, Probable NASH",0.5976267529665588,0.5383022774327122,,0.13719221234565204,-0.06344585824812964,,0.5976267529665588
Liver/Spleen Volume,"Others, Probable NASH, NASH, Cirrhosis",0.5715865118850193,0.5715865118850193,0.5974470734744708,-0.0926485458357131,-0.0926485458357131,-0.16805238931133765,0.5974470734744708
SFA (Area),"Others, NASH, Cirrhosis",0.5972222222222222,0.5972222222222222,0.5972222222222222,0.1427574629612087,0.1427574629612087,0.1427574629612087,0.5972222222222222
Spleen (HU),"Others, None, NAFL",0.5971792225662195,,,0.16806660275965826,,,0.5971792225662195
VFA (Attenuation),"NAFL, Probable NASH, NASH, Cirrhosis",,0.5970803875360042,0.5483781994704324,,-0.1538809020691678,0.08353587854974528,0.5970803875360042
Glucose,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5970126270403449,0.55873410724157,0.5779220779220778,0.1370859228368798,0.10116201515410901,0.12987484577627811,0.5970126270403449
VFA (Attenuation),"Others, Cirrhosis",0.5967078189300412,0.5967078189300412,0.5967078189300412,0.167531584605461,0.167531584605461,0.167531584605461,0.5967078189300412
SMA (Attenuation),"NAFL, Probable NASH, NASH, Cirrhosis",,0.5966221523959152,0.587819947043248,,-0.15315449336607423,-0.15164089098229108,0.5966221523959152
고혈압유무,"Others, Probable NASH",0.5966183574879227,0.5966183574879227,,0.22071506117436737,0.22071506117436737,,0.5966183574879227
고혈압유무,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.585805700988947,0.5964818763326226,0.5761363636363637,0.1286454229495077,0.21370634311707395,0.17001403415880204,0.5964818763326226
SFA (Area),"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.5908473918945123,0.5964818763326225,0.5346153846153846,0.10366922549371728,0.16265844174593633,0.0588330005055763,0.5964818763326225
CAP,"NAFL, Probable NASH, NASH, Cirrhosis",,0.5963603037444357,0.5098742277140335,,0.1531433114854923,0.017095158563016383,0.5963603037444357
HDL,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5728364644287034,0.5848189607517966,0.5961112750885478,-0.10347116087186832,-0.14686757271571768,-0.1610440667291963,0.5961112750885478
Height,"Others, NASH, Cirrhosis",0.595959595959596,0.595959595959596,0.595959595959596,0.1409677228659701,0.1409677228659701,0.1409677228659701,0.595959595959596
FIB-4,"Probable NASH, NASH",,,0.5958660014255168,,,0.16441228276745337,0.5958660014255168
Spleen (Volume),"Probable NASH, NASH, Cirrhosis",,,0.5958498023715415,,,0.15765559646853652,0.5958498023715415
Spleen_Vl_Nor_WH,"Others, NAFL",0.5958414554905783,,,0.15506537165090628,,,0.5958414554905783
Spleen (HU),"Others, None, NAFL, Probable NASH",0.59565962307253,0.533816425120773,,0.15595935277703582,0.05361638717979528,,0.59565962307253
eGFR,"None, NAFL, Probable NASH, NASH",0.595020325203252,0.5357101649936541,0.5222021427649413,-0.10984587668511207,-0.06125844340834985,0.036008196583997044,0.595020325203252
eGFR,"Probable NASH, NASH, Cirrhosis",,,0.5948616600790514,,,0.15603105926244193,0.5948616600790514
PT INR,"Probable NASH, NASH, Cirrhosis",,,0.5943675889328063,,,0.15545058902288098,0.5943675889328063
당뇨병/당뇨병 전단계 유무,"Others, NASH, Cirrhosis",0.5942760942760944,0.5942760942760944,0.5942760942760944,0.16856479175720424,0.16856479175720424,0.16856479175720424,0.5942760942760944
Spleen_Vl_Nor_WH,"Others, Probable NASH, NASH",0.5209415022499134,0.5209415022499134,0.5942061531551763,0.029099097657103626,0.029099097657103626,0.16251877341303322,0.5942061531551763
Liver/Spleen Volume,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.5941438821019973,0.5286958066808813,0.5355769230769231,-0.10743093789217714,0.0483781413168078,-0.060467233009819626,0.5941438821019973
Liver/Spleen Volume,"Probable NASH, NASH, Cirrhosis",,,0.5941205533596838,,,-0.15481129447039282,0.5941205533596838
고혈압유무,"Others, None, NAFL, Probable NASH, NASH",0.5753228120516499,0.5941069574247144,0.5779753033851394,0.15168287747005227,0.22275554335788728,0.16641228062144736,0.5941069574247144
T.bil,"Others, None, NAFL",0.5940832473340214,,,-0.1631449236104466,,,0.5940832473340214
고혈압유무,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.5788612565445026,0.59383637368712,0.5737741589119542,0.11252525907041573,0.20602985129010118,0.16436581131800815,0.59383637368712
VFA (Area),"Probable NASH, NASH, Cirrhosis",,,0.5936264822134387,,,-0.15399863675663747,0.5936264822134387
당뇨병/당뇨병 전단계 유무,"Others, Probable NASH, NASH, Cirrhosis",0.5935599778883361,0.5935599778883361,0.5323785803237858,0.14682847239658822,0.14682847239658822,0.06770900900672722,0.5935599778883361
Spleen (Volume),"Others, None, NAFL",0.5933952528379772,,,0.16152241645751225,,,0.5933952528379772
FIB-4_C,"Others, Cirrhosis",0.5932784636488341,0.5932784636488341,0.5932784636488341,0.18009848907972298,0.18009848907972298,0.18009848907972298,0.5932784636488341
당뇨병/당뇨병 전단계 유무,"None, NAFL, Probable NASH",0.5930420711974109,0.5899087493290393,,0.17094798616835116,0.20280738624658556,,0.5930420711974109
BMI,"NAFL, Probable NASH, NASH",,0.5927201180521398,0.5431322616584434,,0.15295346603128987,0.07221739044721329,0.5927201180521398
Sex,"Others, Cirrhosis",0.5925925925925927,0.5925925925925927,0.5925925925925927,0.19936305570722498,0.19936305570722498,0.19936305570722498,0.5925925925925927
당뇨병/당뇨병 전단계 유무,"Others, Probable NASH",0.5921900161030595,0.5921900161030595,,0.19525227480099228,0.19525227480099228,,0.5921900161030595
고혈압유무,"Others, NAFL, Probable NASH, NASH",0.5785907859078591,0.5921228304405874,0.5721311475409836,0.12713796580818557,0.21232377424401547,0.15615620852801698,0.5921228304405874
FIB-4,"Others, None, NAFL",0.5920192638458892,,,-0.15914271234764102,,,0.5920192638458892
TG,"Others, Probable NASH, NASH",0.5825545171339563,0.5825545171339563,0.5919604760835392,0.11488025931042994,0.11488025931042994,0.15887602054532676,0.5919604760835392
당뇨병/당뇨병 전단계 유무,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5906477774355817,0.5918670536207848,0.5637544273907911,0.16389380702463746,0.20245461275436707,0.1359614092684708,0.5918670536207848
Glucose,"Others, None, NAFL, Probable NASH, NASH",0.5915231946437112,0.552613361024576,0.5772833723653396,0.13489431671131355,0.09114970812990278,0.12071654925998729,0.5915231946437112
Alb,"Probable NASH, NASH",,,0.5914112615823236,,,-0.15739337321401728,0.5914112615823236
FIB-4,"Others, Cirrhosis",0.5912208504801097,0.5912208504801097,0.5912208504801097,0.15802624647181787,0.15802624647181787,0.15802624647181787,0.5912208504801097
당뇨병/당뇨병 전단계 유무,"Others, None, NAFL, Probable NASH",0.5706263087759376,0.5904790660225443,,0.15798744160564296,0.19682998510175362,,0.5904790660225443
HDL,"NAFL, Probable NASH, NASH, Cirrhosis",,0.5796674522126211,0.5903574580759046,,-0.12690188020391285,-0.15679104494991214,0.5903574580759046
Liver/Spleen Volume,"Others, NAFL, Probable NASH",0.5864796835670623,0.5903209109730849,,-0.12152753984946345,0.14961219276079218,,0.5903209109730849
HbA1c,"Others, NASH",0.5901639344262294,0.5901639344262294,0.5901639344262294,0.14927940892044914,0.14927940892044914,0.14927940892044914,0.5901639344262294
DBP,"None, NAFL, Probable NASH",0.5896035598705501,0.5507246376811594,,0.1216293056414117,0.08453355026509918,,0.5896035598705501
FIB-4,"Others, None, NAFL, Probable NASH",0.589567865981344,0.5237520128824477,,-0.14602761289869723,-0.03765912909057049,,0.589567865981344
T.bil,"Others, None, NAFL, Probable NASH",0.5895678659813439,0.5307971014492753,,-0.14643898539981148,-0.04896676588878054,,0.5895678659813439
고혈압유무,"None, NAFL, Probable NASH, NASH",0.5716463414634146,0.5894773277950848,0.5697689428165742,0.11043152607484653,0.20465337646818074,0.1508691455364904,0.5894773277950848
Waist,"NAFL, Probable NASH, NASH",,0.5890309886866699,0.5317523476046474,,0.14686748468107597,0.053163616223446356,0.5890309886866699
고혈압유무,"NAFL, Probable NASH, NASH, Cirrhosis",,0.5889630793401414,0.5644858781994704,,0.18078919301859478,0.14275699554493174,0.5889630793401414
당뇨병/당뇨병 전단계 유무,"Others, Probable NASH, NASH",0.588785046728972,0.588785046728972,0.5259375701774084,0.15203790981952112,0.15203790981952112,0.055143449323566386,0.588785046728972
Liver (PDFF),"Others, None, NAFL",0.5885792913656691,,,0.1531934520729628,,,0.5885792913656691
LDL,"NAFL, Probable NASH",,0.5884820747520976,,,-0.16633727345908997,,0.5884820747520976
SBP,"None, NAFL",0.5884502923976608,,,0.14003112361167205,,,0.5884502923976608
DBP,"Others, None, NAFL, Probable NASH",0.5884256615267466,0.5632045088566828,,0.14426143067928313,0.10027832508000586,,0.5884256615267466
HDL,"None, NAFL, Probable NASH",0.5883899676375405,0.5076489533011272,,0.12080545699259966,-0.012834613035513226,,0.5883899676375405
SMA (Attenuation),"None, NAFL, Probable NASH, NASH, Cirrhosis",0.5431937172774869,0.5883545236779067,0.5872405153901217,-0.047119399444209516,-0.14831345749359778,-0.14859981882237175,0.5883545236779067
VFA (Volume),"Probable NASH, NASH, Cirrhosis",,,0.5881916996047432,,,-0.1450594019053287,0.5881916996047432
SFA (Area),"NAFL, Probable NASH, NASH, Cirrhosis",,0.5879811468970935,0.5182038834951456,,0.1394578101017947,0.03143311279522912,0.5879811468970935
Spleen_Vl_Nor_WH,"Others, NASH, Cirrhosis",0.587962962962963,0.587962962962963,0.587962962962963,0.12916125931086625,0.12916125931086625,0.12916125931086625,0.587962962962963
SFA (Volume),"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.5877448128757029,0.5788912579957356,0.5072552447552447,0.10012873202103019,0.1330024442393973,0.012331155626081152,0.5877448128757029
eGFR,"None, NAFL",0.5877192982456141,,,-0.13876402888519726,,,0.5877192982456141
DBP,"Others, NAFL, Probable NASH",0.587378640776699,0.5508540372670807,,0.1228606345114524,0.08428513185705032,,0.587378640776699
당뇨병/당뇨병 전단계 유무,"Others, None, NAFL, Probable NASH, NASH",0.5836920133907222,0.587227414330218,0.5566318926974664,0.16123450514118756,0.19752575323761665,0.11562541791084165,0.587227414330218
LDL,"Others, None, NAFL, Probable NASH, NASH",0.537063605930177,0.5865784008307373,0.5781882052373856,-0.05934446179794776,-0.16294417515843926,-0.13267589805769903,0.5865784008307373
SFI,"NAFL, Probable NASH, NASH, Cirrhosis",,0.5865409793139565,0.513901147396293,,0.13717495950538627,0.02400345761779985,0.5865409793139565
당뇨병/당뇨병 전단계 유무,"Others, NASH",0.5862173649058895,0.5862173649058895,0.5862173649058895,0.17241094013273256,0.17241094013273256,0.17241094013273256,0.5862173649058895
TG,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5860794579611949,0.5497512437810945,0.542060212514758,0.1218158945279623,0.08581651678610325,0.0702062574983413,0.5860794579611949
SFI,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.557688578630987,0.5856432125088841,0.5249999999999999,0.06583049232321875,0.14438553631394033,0.04249048806095433,0.5856432125088841
Liver (HU),"Others, NAFL",0.585445094217024,,,0.13824472116674016,,,0.585445094217024
T.chol,"NAFL, Probable NASH",,0.5854309687261633,,,0.1471767254355624,,0.5854309687261633
Spleen_Vl_Nor_BSA,"NAFL, Probable NASH, NASH, Cirrhosis",,0.5051060487038492,0.5851721094439541,,0.008093530137231564,0.1470688038169959,0.5851721094439541
고혈압유무,"NAFL, Probable NASH, NASH",,0.5846040334481062,0.5604806621040903,,0.18185842241271513,0.1319511261665928,0.5846040334481062
Spleen_Vl_Nor_BSA,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5407042398111077,0.5225953565505804,0.5843417945690672,0.057506956675727784,0.03891010839655353,0.14054762099449977,0.5843417945690672
SFA (Attenuation),"Probable NASH, NASH",,,0.5841054882394868,,,0.1442427462197732,0.5841054882394868
SFI,"Others, Probable NASH, NASH, Cirrhosis",0.5837479270315091,0.5837479270315091,0.5048256537982565,0.10838806713598866,0.10838806713598866,-0.008322083176759532,0.5837479270315091
TG,"Others, NAFL, Probable NASH, NASH",0.564476061427281,0.5557966177125055,0.5834804539722572,0.077953326825824,0.09611070288353464,0.13506839638184012,0.5834804539722572
Spleen_Vl_Nor_BSA,"NAFL, Probable NASH",,0.5831426392067124,,,-0.14319043796227204,,0.5831426392067124
Spleen (Volume),"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5829996920234062,0.5346876727473742,0.5760773317591499,0.11726197849262524,0.05973356090235435,0.12677567563020933,0.5829996920234062
LSM_C,"Others, NASH, Cirrhosis",0.5829124579124579,0.5829124579124579,0.5829124579124579,0.12892905064437069,0.12892905064437069,0.12892905064437069,0.5829124579124579
TG,"Others, None, NAFL, Probable NASH",0.5828098229583095,0.5443840579710144,,0.13546536765645964,0.07060907525091561,,0.5828098229583095
고혈압유무,"Others, None, NAFL, Probable NASH",0.5528269560251284,0.5827294685990339,,0.1271848192935344,0.19369883938684326,,0.5827294685990339
Height,"Others, Cirrhosis",0.5823045267489712,0.5823045267489712,0.5823045267489712,0.14268344413461362,0.14268344413461362,0.14268344413461362,0.5823045267489712
Spleen (Volume),"None, NAFL, Probable NASH",0.5606796116504854,0.5821256038647343,,-0.08229385205464426,-0.1367415085686547,,0.5821256038647343
Sex,"Others, NASH, Cirrhosis",0.5820707070707071,0.5820707070707071,0.5820707070707071,0.14607663686703576,0.14607663686703576,0.14607663686703576,0.5820707070707071
VFA (Attenuation),"Probable NASH, NASH",,,0.5816108339272986,,,0.1399643596793562,0.5816108339272986
HDL,"Others, None, NAFL, Probable NASH, NASH",0.5622309899569584,0.5724731741086881,0.5815946348733233,-0.09223697251605002,-0.126261913585298,-0.12816758441635157,0.5815946348733233
T.bil,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5812031618930295,0.5238736871199559,0.5113636363636365,-0.11506956247962859,-0.04123533477266385,-0.018993490082188858,0.5812031618930295
SFA (Volume),"Others, NASH, Cirrhosis",0.5808080808080808,0.5808080808080808,0.5808080808080808,0.11865531955830776,0.11865531955830776,0.11865531955830776,0.5808080808080808
고혈압유무,"Others, NAFL, Probable NASH",0.5560949298813376,0.5807453416149069,,0.11377602479771488,0.19304683562633607,,0.5807453416149069
Alb,"NAFL, Probable NASH, NASH, Cirrhosis",,0.5806493846556691,0.5674646954986761,,0.12813580830739954,-0.11676592945717099,0.5806493846556691
LSM_C,"Others, None, NAFL, Probable NASH",0.5557776508661718,0.5805152979066023,,-0.09489876659763807,0.1332189007322398,,0.5805152979066023
eGFR,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.580497382198953,0.5145568454026166,0.5448282032927703,-0.08781358528508634,-0.024435420987400865,0.0763575836631272,0.580497382198953
Glucose,"Others, None, NAFL",0.5804953560371516,,,0.13925116768089177,,,0.5804953560371516
HbA1c,"None, NAFL, Probable NASH, NASH",0.5804115853658537,0.5783431406484366,0.5735123273525237,0.09853282441910316,0.14245252068188433,0.12637515837716795,0.5804115853658537
TG,"Probable NASH, NASH",,,0.5801853171774768,,,0.13764806813659705,0.5801853171774768
SMA (Attenuation),"NAFL, Probable NASH, NASH",,0.5797671749467126,0.563902594302085,,-0.13158560349867157,-0.10699337040470105,0.5797671749467126
당뇨병/당뇨병 전단계 유무,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.5707775838665893,0.5796464108031272,0.5503496503496503,0.10091712937399984,0.16777561570939217,0.10692519742194266,0.5796464108031272
Spleen (HU),"Others, None, NAFL, Probable NASH, NASH",0.5796269727403156,0.5194704049844238,0.5029806259314457,0.11733405444970345,0.03372373067696412,0.004654677692794616,0.5796269727403156
FIB-4_C,"Others, None, NAFL, Probable NASH",0.5793832095945174,0.5010064412238325,,-0.14431188133563225,0.001779299040785852,,0.5793832095945174
T.chol,"Others, Probable NASH, NASH, Cirrhosis",0.5789110005527917,0.5789110005527917,0.5515255292652552,0.10213640098994554,0.10213640098994554,-0.08886565509590771,0.5789110005527917
당뇨병/당뇨병 전단계 유무,"Others, NAFL, Probable NASH",0.5507011866235166,0.5788043478260869,,0.09399575221102584,0.1722099924073106,,0.5788043478260869
HDL,"Probable NASH, NASH, Cirrhosis",,,0.5786808300395256,,,-0.1298300176262958,0.5786808300395256
FIB-4,"Others, None, NAFL, Probable NASH, NASH",0.5518890483022477,0.530373831775701,0.5785607834788162,-0.07646093037713408,0.05260901985606402,0.12268400490294384,0.5785607834788162
