Feature,Subgroup Range,AUC (Advanced Fibrosis >1),AUC (Significant Fibrosis >2),Spearman Corr (Advanced Fibrosis >1),Spearman Corr (Significant Fibrosis >2),Max AUC
AST,"Others, NAFL, Probable NASH",0.5986249407302038,0.5863095238095237,0.12072501918362756,0.051647134005238585,0.5986249407302038
Height,"Others, NASH",0.5984496124031008,0.5717460317460317,-0.17058285439674117,-0.11215510501716917,0.5984496124031008
이상지질혈증 유무,"None, NAFL, Probable NASH, NASH",0.5339366515837104,0.5981136415919025,0.07115342924044313,0.16127978486573602,0.5981136415919025
VFI,"NAFL, Probable NASH",0.5979133226324238,0.5933333333333333,0.11624510577521949,0.05437149461664322,0.5979133226324238
TFI,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.5386460554371002,0.5978806469604017,-0.06515322437402908,-0.14726877586444687,0.5978806469604017
이상지질혈증 유무,"NAFL, Probable NASH, NASH",0.5326236263736264,0.5978642876453095,0.0707020612180084,0.16902679718737207,0.5978642876453095
eGFR,"Others, Probable NASH, NASH",0.5687165152573957,0.5977088948787062,-0.11639681978420931,-0.13761494232640906,0.5977088948787062
이상지질혈증 유무,"NASH, Cirrhosis",0.5976588628762542,0.5879703232644409,0.18425004994464084,0.18646507180841432,0.5976588628762542
FIB-4_C,"Others, Probable NASH, NASH",0.5976007453994875,0.5970350404312669,0.1765475604045352,0.14594481872176848,0.5976007453994875
ALT,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.5422561429635145,0.5975960432482171,-0.07057773810505744,-0.14663475286181446,0.5975960432482171
eGFR,"None, NAFL",0.5974025974025974,,-0.07311131575622172,,0.5974025974025974
FIB-4_plus_Liver/Spleen HU,"None, NAFL",0.5974025974025974,,0.07311131575622172,,0.5974025974025974
LSM_plus_Liver/Spleen HU,"None, NAFL",0.5974025974025974,,0.07311131575622172,,0.5974025974025974
T.chol,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.5973566641846612,0.5875891419369681,-0.16260798304514432,-0.13159920570078046,0.5973566641846612
Liver (PDFF),"Others, Probable NASH, NASH, Cirrhosis",0.5881172839506172,0.5972555746140652,-0.15262361282744275,-0.15977981204204778,0.5972555746140652
고혈압유무,"Others, NASH",0.5971576227390181,0.533015873015873,0.2180980348359676,0.06686478498357315,0.5971576227390181
Weight,"Others, NAFL",0.597037037037037,0.5120481927710844,-0.10400300324512024,0.004528114714154795,0.597037037037037
SFI,"NAFL, Probable NASH, NASH, Cirrhosis",0.5495027124773961,0.596918085969181,-0.08445293781524017,-0.15119074267633126,0.596918085969181
VFA (Volume),Probable NASH,0.5361111111111111,0.5968992248062015,0.05160924896186919,-0.08289924877372735,0.5968992248062015
고혈압유무,"Others, NASH, Cirrhosis",0.5968253968253968,0.546092796092796,0.20710595673600332,0.10054327524054589,0.5968253968253968
VFA (Attenuation),"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5967827004219409,0.59606222654351,0.1596044437633279,0.13945492403474408,0.5967827004219409
Glucose,NAFL,0.5966981132075472,,0.08561256473477288,,0.5966981132075472
SMA (Area),"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.5963930348258707,0.5796988287785834,-0.16250861711683118,-0.11991286650159233,0.5963930348258707
SFA (Volume),"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.544906570223026,0.5962080700048615,-0.07405545219689613,-0.139666617532724,0.5962080700048615
SMI,"None, NAFL, Probable NASH, NASH",0.5831447963800905,0.5960432482171613,-0.1288383391595061,-0.11668111683316974,0.5960432482171613
Weight,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.5907071783937456,0.5959286112660346,-0.15294389395530794,-0.14435164838771475,0.5959286112660346
AST,"None, NAFL, Probable NASH, NASH",0.5955175339366516,0.5593512767425811,0.14803818467707616,0.0721181220854295,0.5955175339366516
Liver/Spleen Volume,"NAFL, Probable NASH, NASH, Cirrhosis",0.5673598553345389,0.5954311976209787,-0.11491769620521264,-0.14887121942746143,0.5954311976209787
Spleen_Vl_Nor_BSA,"Probable NASH, NASH",0.5953389830508474,0.5402777777777777,0.1642642111116315,0.0606063583945419,0.5953389830508474
VFA (Attenuation),"Others, NAFL, Probable NASH, NASH",0.5951819848127782,0.5392199824715163,0.15087170281454737,0.04805553552100931,0.5951819848127782
SMA (Area),"Others, Probable NASH, NASH",0.595154903331004,0.5764824797843666,-0.16117940006295794,-0.10771887949596924,0.595154903331004
T.bil,"Probable NASH, NASH",0.5245409604519774,0.5951388888888889,0.042489157401417454,0.14385497612380002,0.5951388888888889
Spleen (HU),"Probable NASH, NASH",0.5374293785310734,0.5949074074074074,-0.06448891251049237,-0.14280808587219643,0.5949074074074074
SFA (Area),"Others, Probable NASH, NASH",0.5903796878639646,0.5946765498652291,-0.15309102864776544,-0.13334380123704942,0.5946765498652291
FIB-4,NAFL,0.5943396226415095,,0.08349196414601123,,0.5943396226415095
SMA (Area),NAFL,0.5943396226415094,,-0.08349196414601123,,0.5943396226415094
FIB-4_plus_Liver/Spleen HU,NAFL,0.5943396226415094,,0.08349196414601123,,0.5943396226415094
Liver/Spleen Volume,"Others, Probable NASH",0.5942528735632183,0.5905797101449275,0.13193582619837738,-0.0714157468949022,0.5942528735632183
HDL,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5492389993972273,0.5938259601361205,-0.08164810300327428,-0.1369600351503292,0.5938259601361205
SFA (Volume),"Others, NASH",0.5937984496124031,0.5866666666666667,-0.1624322043402135,-0.13540302462602818,0.5937984496124031
BMI_C,"Probable NASH, NASH, Cirrhosis",0.5937853107344633,0.5811342592592592,-0.17238043661408398,-0.14734746416314717,0.5937853107344633
SFI,"Others, Probable NASH, NASH",0.5679012345679012,0.59366576819407,-0.11501541032644369,-0.13192003744440287,0.59366576819407
Waist to Height,"Others, NAFL, Probable NASH",0.5936462778568042,0.5456349206349207,0.11460113797400931,-0.027300631177761978,0.5936462778568042
Height,"Others, Probable NASH, NASH, Cirrhosis",0.5935185185185186,0.5724699828473414,-0.16206273064379784,-0.11912158595386846,0.5935185185185186
Liver/Spleen Volume,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.5433546552949539,0.5934188510875626,-0.07309143332074987,-0.14055566927233534,0.5934188510875626
Liver/Spleen HU,"Others, Cirrhosis",0.5838068181818181,0.5934065934065934,-0.1426714337242589,-0.1617016928426916,0.5934065934065934
SMA (Attenuation),"Others, Probable NASH, NASH, Cirrhosis",0.5932098765432099,0.5396226415094341,-0.16144424194006202,-0.06509547898009353,0.5932098765432099
고혈압유무,"Others, Probable NASH, NASH",0.5931749359422316,0.5464959568733154,0.2021539017052675,0.08387831913921552,0.5931749359422316
Spleen (HU),"NAFL, Probable NASH, NASH",0.5142513736263736,0.5931332792646662,-0.022973240438301987,-0.11964702634027416,0.5931332792646662
T.chol,"Others, Probable NASH, NASH",0.5930584672723037,0.5325134770889488,-0.15764110100495085,-0.045796098949118014,0.5930584672723037
고혈압유무,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5927516576250754,0.5748663101604279,0.20450717187104095,0.14531393175878762,0.5927516576250754
고혈압유무,"Others, None, NAFL, Probable NASH, NASH",0.5924383744170554,0.5716195569136746,0.19316182156460643,0.11411282846668949,0.5924383744170554
FIB-4_minus_Liver/Spleen HU,NASH,0.5789473684210527,0.5923423423423423,0.1325600097953526,0.15628831991600645,0.5923423423423423
CAP,"None, NAFL, Probable NASH",0.5922882427307206,0.5483870967741935,0.10043049079857823,0.025533891230038998,0.5922882427307206
VFA (Area),"NAFL, Probable NASH, NASH, Cirrhosis",0.5570750452079567,0.5921870775885374,-0.09737153789200065,-0.14381044142992735,0.5921870775885374
Spleen_Vl_Nor_BSA,"NASH, Cirrhosis",0.5919732441471572,0.5278219395866455,0.13999679561415085,0.047578346705622616,0.5919732441471572
Alb,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.5340655249441548,0.5917299286864504,-0.05700225703163564,-0.13807493274291033,0.5917299286864504
Liver (HU),"Others, None, NAFL, Probable NASH",0.5224171539961013,0.5916666666666667,0.02553896062275223,0.05050869210416114,0.5916666666666667
T.chol,"NAFL, Probable NASH",0.5164526484751204,0.5916666666666666,-0.01953899857542673,0.05341700421108143,0.5916666666666666
BMI,"NAFL, Probable NASH",0.5914927768860353,0.5733333333333334,0.10862277413251892,0.04272057735329152,0.5914927768860353
PT INR,"Others, NAFL, Probable NASH, NASH",0.5887666928515318,0.5914767747589833,0.1408718697808875,0.11221943404325822,0.5914767747589833
HbA1c,"Others, Probable NASH",0.5913793103448276,0.5833333333333333,0.13896164416682366,0.0713774020278932,0.5913793103448276
SMI,"NAFL, Probable NASH, NASH, Cirrhosis",0.5913200723327305,0.5896188158961881,-0.15579446062720104,-0.13980399218187956,0.5913200723327305
이상지질혈증 유무,"Probable NASH, NASH",0.5376059322033898,0.5912037037037037,0.08415630881975668,0.17824733523741373,0.5912037037037037
Liver/Spleen HU,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.5513503909026297,0.5911879531511433,0.08657141077744554,0.13719911597627954,0.5911879531511433
SFA (Area),"Others, Probable NASH, NASH, Cirrhosis",0.5911265432098766,0.5876500857632934,-0.157835916223791,-0.14399919338418146,0.5911265432098766
FIB-4_minus_Liver/Spleen HU,"None, NAFL",0.5909090909090909,,0.06823722803914029,,0.5909090909090909
Liver (HU),"None, NAFL",0.5909090909090908,,0.06823722803914029,,0.5909090909090908
HDL,"NAFL, Probable NASH, NASH, Cirrhosis",0.5620479204339964,0.5908353609083536,-0.10637684086002011,-0.14239981030146742,0.5908353609083536
T.chol,"NAFL, Probable NASH, NASH",0.5908310439560439,0.5344687753446877,-0.1464367423861091,-0.04428667644581933,0.5908310439560439
TG,"Others, None, NAFL, Probable NASH",0.5904483430799221,0.5225,-0.10339202078284042,-0.012439441062378407,0.5904483430799221
AST,"NAFL, Probable NASH, NASH, Cirrhosis",0.5903594032549729,0.5627872397945389,0.1541821562644223,0.09796405620442906,0.5903594032549729
Waist,"Others, Probable NASH, NASH",0.5548567435359888,0.5902964959568733,-0.09291982549529156,-0.12717471235647473,0.5902964959568733
SFI,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.5470859985785359,0.5901840490797545,-0.07938208946720784,-0.13568866699305443,0.5901840490797545
TG,"None, NAFL, Probable NASH",0.5692161820480405,0.5900537634408602,-0.07532087030679184,-0.04752014826546433,0.5900537634408602
Spleen (HU),"Others, None, NAFL, Probable NASH",0.580896686159844,0.5900000000000001,-0.09216233616036675,-0.04959035224772184,0.5900000000000001
Spleen (HU),"Probable NASH, NASH, Cirrhosis",0.5514124293785311,0.5898148148148148,-0.08841433438866511,-0.1526116790316989,0.5898148148148148
TG,"Others, Probable NASH",0.5896551724137931,0.5398550724637681,-0.1259515123347873,-0.031535996178233654,0.5896551724137931
Waist,NAFL,0.589622641509434,,0.07931736593871068,,0.589622641509434
LDL,"Others, NAFL, Probable NASH",0.5163584637268848,0.5892857142857142,0.02206781147405174,0.05888107162186538,0.5892857142857142
TG,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.5719616204690832,0.5891801450083658,-0.1214967527668009,-0.1343739288107607,0.5891801450083658
HDL,"Others, None, NAFL, Probable NASH",0.5440545808966861,0.5891666666666666,0.05061511367607708,-0.04954771314948381,0.5891666666666666
Waist,Probable NASH,0.5472222222222223,0.5891472868217054,0.06748901787321356,-0.07626730887182917,0.5891472868217054
Waist to Height,"None, NAFL, Probable NASH, NASH",0.5890837104072398,0.52864044168392,0.13804107767089938,0.03479472825324464,0.5890837104072398
이상지질혈증 유무,Probable NASH,0.5888888888888888,0.5503875968992248,-0.17190889899208117,0.058333513108983596,0.5888888888888888
이상지질혈증 유무,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.547933730454207,0.5888543823326432,0.10592851617078335,0.17663523064620912,0.5888543823326432
고혈압유무,"Others, Probable NASH, NASH, Cirrhosis",0.5888117283950616,0.5497427101200686,0.19414579127028003,0.10314160274796394,0.5888117283950616
당뇨병/당뇨병 전단계 유무,"Others, None, NAFL",0.5712682379349046,0.5887850467289719,0.10314348525376348,-0.04452855945177758,0.5887850467289719
TG,"Probable NASH, NASH",0.5411370056497176,0.5886574074074074,-0.07094319388044958,-0.1335283057283572,0.5886574074074074
이상지질혈증 유무,"NAFL, Probable NASH, NASH, Cirrhosis",0.546620705244123,0.5886050283860502,0.10445682786166924,0.1815310709111006,0.5886050283860502
SFA (Volume),"Others, NAFL, Probable NASH, NASH",0.5371825085100812,0.5885188431200701,-0.058937501512147814,-0.10846053827088134,0.5885188431200701
TFI,"Others, Probable NASH, NASH",0.5418122525040764,0.5882749326145553,-0.07082424066413942,-0.1243275173037178,0.5882749326145553
Weight,"Others, None, NAFL",0.5881032547699214,0.5280373831775701,-0.08437294214446286,0.009304686703935866,0.5881032547699214
FIB-4_C,"Others, Cirrhosis",0.5880681818181819,0.5796703296703296,0.16709762636117004,0.15371888467099773,0.5880681818181819
Liver/Spleen HU,"Others, NASH, Cirrhosis",0.5473015873015873,0.5879120879120879,0.07997241191697906,0.15157575633345613,0.5879120879120879
Spleen (HU),"NAFL, Probable NASH, NASH, Cirrhosis",0.5339059674502713,0.5877264125439308,-0.057844477955643944,-0.13685187168331797,0.5877264125439308
고혈압유무,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.5875088841506751,0.5683212493028444,0.19383125964117667,0.1350549715917062,0.5875088841506751
Sex,"None, NAFL, Probable NASH",0.5824905183312263,0.5873655913978495,-0.10334203420657735,-0.05307397615471389,0.5873655913978495
당뇨병/당뇨병 전단계 유무,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5873267028330319,0.5681575109382596,0.1842972525611668,0.1266250067307599,0.5873267028330319
고혈압유무,"Others, NAFL, Probable NASH, NASH",0.5871956009426551,0.5650744960560912,0.18526109335602725,0.10687680245714133,0.5871956009426551
SFA (Attenuation),"NAFL, Probable NASH, NASH, Cirrhosis",0.587138336347197,0.5821843741551771,0.14866030834600497,0.12820637593753054,0.587138336347197
당뇨병/당뇨병 전단계 유무,"Others, None, NAFL, Probable NASH, NASH",0.5870530757272928,0.5641711229946524,0.17402716784411743,0.09781521627673125,0.5870530757272928
SFA (Attenuation),"Others, None",0.5869565217391305,0.5,0.08959216401473297,0.0,0.5869565217391305
SMA (Area),"Others, None, NAFL, Probable NASH",0.5867446393762183,0.515,-0.09882475489305938,0.008265065497236185,0.5867446393762183
SMA (Attenuation),"Others, Cirrhosis",0.5866477272727273,0.5233516483516483,-0.1475077535115219,-0.0404254232106729,0.5866477272727273
Spleen_Vl_Nor_BSA,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.5554371002132197,0.5866146123814835,0.09346117703309,0.13031818171936524,0.5866146123814835
Weight,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5770795660036167,0.5864851725814293,-0.12712821414028438,-0.1255678052314015,0.5864851725814293
T.bil,"Others, NASH, Cirrhosis",0.5076190476190476,0.5863858363858364,-0.01292498262564549,0.1494474441486136,0.5863858363858364
eGFR,"Others, None, NAFL, Probable NASH, NASH",0.5597934710193204,0.5859434682964095,-0.09142758590029745,-0.10020057439392116,0.5859434682964095
Smoking,"Others, None, NAFL",0.5858585858585859,0.5794392523364487,-0.13031890493330958,-0.04178417922812534,0.5858585858585859
SMA (Attenuation),"Probable NASH, NASH",0.5858050847457628,0.523611111111111,-0.14783779000046832,-0.03552786526576594,0.5858050847457628
Spleen_Vl_Nor_WH,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.5604988830975428,0.5856912813434554,0.10103857618153579,0.1287369796024173,0.5856912813434554
eGFR,"None, NAFL, Probable NASH, NASH",0.5387443438914027,0.5856912813434553,-0.06003702157327438,-0.10410489704537579,0.5856912813434553
VFA (Attenuation),"Others, NAFL, Probable NASH",0.5855855855855856,0.5059523809523809,0.10473673622434775,0.003560951892751562,0.5855855855855856
SMI,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.5833953834698435,0.5854612376351507,-0.13927779116716318,-0.12839137697261216,0.5854612376351507
Liver (HU),"None, NAFL, Probable NASH",0.5853350189633375,0.5161290322580645,0.09258292438102388,0.008485552916276633,0.5853350189633375
VFA (Area),"Others, NAFL, Probable NASH",0.5519203413940256,0.5853174603174602,0.06353835244634946,0.051040310462772395,0.5853174603174602
Glucose,"Others, NASH, Cirrhosis",0.5852380952380953,0.5396825396825398,0.14413951250603702,0.06843297830056182,0.5852380952380953
Weight,"Others, NAFL, Probable NASH, NASH",0.5775072008379157,0.5851226993865031,-0.12287394328567604,-0.10431484605838345,0.5851226993865031
PLT,NAFL,0.5849056603773585,,0.07516225749123244,,0.5849056603773585
고혈압유무,NAFL,0.5849056603773585,,-0.11895773785772161,,0.5849056603773585
SFA (Area),"Others, NASH",0.5847545219638243,0.5625396825396826,-0.1467713432415197,-0.09770883990561194,0.5847545219638243
Spleen_Vl_Nor_BSA,"NAFL, Probable NASH, NASH, Cirrhosis",0.583634719710669,0.5847526358475263,0.14268304562392173,0.13221282518557836,0.5847526358475263
eGFR,"Probable NASH, NASH",0.519774011299435,0.5847222222222223,-0.034069781038010845,-0.12748296451178764,0.5847222222222223
SMA (Area),"None, NAFL",0.5844155844155845,,-0.06336349806639567,,0.5844155844155845
SMI,"Others, Probable NASH, NASH",0.5842068483577918,0.5606469002695418,-0.14263489136538385,-0.0854158515827069,0.5842068483577918
AST,"NAFL, Probable NASH, NASH",0.5841346153846154,0.5435252771019193,0.13565431343514767,0.055928338956038916,0.5841346153846154
이상지질혈증 유무,"Others, None, NAFL, Probable NASH, NASH",0.5351987563846324,0.5841291061879297,0.07209876813194649,0.1313955470556839,0.5841291061879297
FIB-4_minus_Liver/Spleen HU,"Others, Cirrhosis",0.5823863636363636,0.5837912087912088,0.14025327383062738,0.1450559303441792,0.5837912087912088
SMA (Area),Probable NASH,0.5833333333333334,0.5736434108527132,-0.11909826683508275,-0.06300342906803279,0.5833333333333334
Cerebrovascualr disease 유무,NASH,0.5526315789473684,0.5833333333333334,0.20609368639422332,0.32891812735531006,0.5833333333333334
Sex,"NAFL, Probable NASH",0.5798555377207063,0.5833333333333334,-0.10947306950121802,-0.05605606616635938,0.5833333333333334
SMA (Area),"Others, Probable NASH, NASH, Cirrhosis",0.5833333333333333,0.5572898799313893,-0.14433756729740643,-0.09412073584134736,0.5833333333333333
Waist to Height,"Probable NASH, NASH",0.548728813559322,0.5833333333333333,-0.08395726345705609,-0.1253924656438798,0.5833333333333333
BMI,Probable NASH,0.5833333333333333,0.5503875968992249,0.11909826683508275,0.04310760936233823,0.5833333333333333
이상지질혈증 유무,"Others, NAFL, Probable NASH, NASH",0.5334511652264992,0.582931638913234,0.07057362666406586,0.1352491125760111,0.582931638913234
Alb,"Probable NASH, NASH",0.5828036723163841,0.5817129629629629,-0.1432316944126657,-0.12344137231898568,0.5828036723163841
PT INR,"None, NAFL",0.5827922077922078,,-0.062232872314859945,,0.5827922077922078
T.chol,"Others, None",0.5826086956521739,0.5,0.08512603838099606,0.0,0.5826086956521739
Liver/Spleen Volume,"Others, Probable NASH, NASH",0.5623107384113673,0.5825471698113207,-0.10554587397023564,-0.11626046465423993,0.5825471698113207
SFI,"Others, NASH",0.5824289405684755,0.5688888888888889,-0.1427434522989755,-0.10762804521556087,0.5824289405684755
SFI,"Others, Cirrhosis",0.5823863636363636,0.5728021978021978,-0.14025327383062738,-0.12603220177445082,0.5823863636363636
이상지질혈증 유무,"NAFL, Probable NASH",0.582263242375602,0.5616666666666666,-0.1375754652086743,0.05060427962483679,0.582263242375602
TFI,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.5116344005956812,0.5822406257188866,-0.019430495419526114,-0.12355294015534009,0.5822406257188866
Waist to Height,"Others, None, NAFL, Probable NASH, NASH",0.5821674439262714,0.5341864018334607,0.12563846137425572,0.03985750165606343,0.5821674439262714
AST,Probable NASH,0.5819444444444445,0.5426356589147286,0.11714581063430458,0.036485796433785994,0.5819444444444445
이상지질혈증 유무,"Probable NASH, NASH, Cirrhosis",0.5480225988700564,0.5819444444444444,0.10496347162249686,0.17696903312856668,0.5819444444444444
Spleen_Vl_Nor_WH,"Others, Probable NASH, NASH",0.5592825529932449,0.5818733153638815,0.1004165417772896,0.11531139963665431,0.5818733153638815
eGFR,"Others, NASH, Cirrhosis",0.5817460317460317,0.554945054945055,-0.13820817409657782,-0.09473540836308159,0.5817460317460317
SFA (Area),"Others, NASH, Cirrhosis",0.5814285714285714,0.5589133089133089,-0.13767090015184902,-0.10157700931274195,0.5814285714285714
SMA (Attenuation),"Others, Probable NASH, NASH",0.5814116002795249,0.5090970350404312,-0.13790012318727982,0.012812377737406034,0.5814116002795249
PT INR,"Others, Probable NASH, NASH",0.581295131609597,0.5700808625336926,0.13797130679668843,0.09889519284637888,0.581295131609597
당뇨병/당뇨병 전단계 유무,"None, NAFL, Probable NASH, NASH",0.5810237556561086,0.5659075224292615,0.1620640899107886,0.10335538402481298,0.5810237556561086
VFA (Volume),"Others, Probable NASH, NASH",0.5467039366410436,0.5808625336927223,-0.07911008497582146,-0.11388780211027584,0.5808625336927223
HDL,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.5493763961280715,0.5808603634690592,-0.08286835960377759,-0.12207644134647977,0.5808603634690592
Spleen (HU),"NASH, Cirrhosis",0.5076923076923077,0.580816110227875,0.011708822905910798,-0.13820376900204664,0.580816110227875
당뇨병/당뇨병 전단계 유무,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.580789277736411,0.5661375661375662,0.1705112736765891,0.12556667661685308,0.580789277736411
T.chol,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5806585292344786,0.5783665532328633,-0.1330233784639336,-0.11377383110039715,0.5806585292344786
Smoking,"None, NAFL, Probable NASH",0.5082174462705437,0.5806451612903225,-0.014130685210487222,-0.06724699678816472,0.5806451612903225
고혈압유무,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.5806031273268801,0.5702783528870485,0.17607549440886136,0.13810055269019125,0.5806031273268801
Sex,"None, NAFL, Probable NASH, NASH",0.5805995475113122,0.5755693581780539,-0.14461502338129198,-0.10630415416574443,0.5805995475113122
VFI,"Others, NASH, Cirrhosis",0.5542857142857143,0.5805860805860805,-0.09178041904566053,-0.13894444330566816,0.5805860805860805
Waist to Height,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.580244122965642,0.5464268351968887,0.1323306318619033,0.06739849405950046,0.580244122965642
HDL,"Others, NASH",0.548062015503876,0.5800000000000001,-0.08354333213635373,-0.12545835688904966,0.5800000000000001
Smoking,"Others, NAFL",0.5800000000000001,0.572289156626506,-0.1414213562373095,-0.04481107149482208,0.5800000000000001
Spleen (Volume),NASH,0.5022883295194509,0.579954954954955,0.003842319124502973,-0.13532281358581044,0.579954954954955
eGFR,"Others, NAFL, Probable NASH, NASH",0.5530898140874575,0.5797546012269938,-0.08415206948329024,-0.09772199734079862,0.5797546012269938
고혈압유무,"None, NAFL, Probable NASH, NASH",0.5797511312217195,0.5702783528870485,0.16477051091432693,0.11383816979009231,0.5797511312217195
VFA (Area),"Others, Probable NASH",0.542528735632184,0.5797101449275363,0.05953201913829223,0.06284585726751393,0.5797101449275363
TG,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.5412788533134774,0.5797101449275363,-0.0690345945537521,-0.11991667301810656,0.5797101449275363
Waist,"NAFL, Probable NASH, NASH, Cirrhosis",0.5437952079566004,0.5796161124628278,-0.07471581619564274,-0.12419998016496105,0.5796161124628278
HDL,"Others, NAFL, Probable NASH, NASH",0.5327965435978005,0.579535495179667,-0.052297120755790835,-0.09803782849360453,0.579535495179667
LDL,"Others, None, NAFL",0.5392817059483727,0.5794392523364486,-0.03950152418362396,-0.027682907268240128,0.5794392523364486
HDL,"Others, Probable NASH, NASH",0.5419287211740043,0.5793463611859838,-0.07132929781591697,-0.11223669018324879,0.5793463611859838
이상지질혈증 유무,"None, NAFL, Probable NASH",0.579329962073325,0.5618279569892473,-0.12144750574693382,0.045899132740175805,0.579329962073325
Sex,"Others, None, NAFL, Probable NASH",0.5791423001949317,0.5233333333333333,-0.10454269361760253,0.014907119849998596,0.5791423001949317
VFA (Volume),"NAFL, Probable NASH, NASH",0.5322802197802198,0.5790754257907542,-0.05203577352290088,-0.10158709783608187,0.5790754257907542
SMA (Area),"Others, NAFL, Probable NASH",0.5789473684210527,0.5218253968253969,-0.09661311125403824,0.013056823606755728,0.5789473684210527
Waist to Height,"Probable NASH, NASH, Cirrhosis",0.5590960451977401,0.5789351851851852,-0.10162790524235574,-0.13412521275724054,0.5789351851851852
VFA (Volume),"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5297619047619047,0.5788040836169179,-0.049080375197607336,-0.11440100405282749,0.5788040836169179
이상지질혈증 유무,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5467902350813744,0.5786096256684492,0.1015211711433172,0.1501450717029616,0.5786096256684492
Spleen_Vl_Nor_WH,"Others, NASH, Cirrhosis",0.5758730158730159,0.5784493284493284,0.12827789562522143,0.13526031033923,0.5784493284493284
Spleen_Vl_Nor_WH,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5279535864978903,0.5783179387457462,0.0460982764514236,0.11369526065953428,0.5783179387457462
CAP,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.5523720682302772,0.5783045175683212,-0.08853282863623481,-0.11813389903222621,0.5783045175683212
Ischemic Heart Diseae 유무,"Others, None",0.5782608695652174,0.53,0.1978141420187361,-0.035355339059327376,0.5782608695652174
HbA1c,"NASH, Cirrhosis",0.5782608695652174,0.5643879173290938,-0.12157509288856949,-0.11237499165639055,0.5782608695652174
SFA (Volume),"Others, Cirrhosis",0.578125,0.5673076923076923,-0.13299879414973287,-0.11652033748958658,0.578125
Waist to Height,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.5779970215934475,0.533011272141707,0.13026204129250307,0.049593977377038606,0.5779970215934475
T.bil,"NAFL, Probable NASH, NASH",0.5072115384615384,0.5779940524466071,-0.011674019202561855,0.10062026295097495,0.5779940524466071
고혈압유무,"None, NAFL",0.577922077922078,,-0.0950496913043515,,0.577922077922078
Spleen (HU),"None, NAFL, Probable NASH, NASH",0.5016968325791855,0.5778697952610996,0.002629353860398083,-0.09460253424677358,0.5778697952610996
Alb,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5371835443037973,0.5778317938745747,-0.06142314608513731,-0.11318067375440603,0.5778317938745747
HDL,"Probable NASH, NASH, Cirrhosis",0.5557062146892655,0.5777777777777777,-0.09610505185929548,-0.13258162426594425,0.5777777777777777
Sex,Probable NASH,0.55,0.5775193798449613,-0.08257228238447706,-0.07663341497861714,0.5775193798449613
이상지질혈증 유무,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.545042643923241,0.5774121583937535,0.09921376362101272,0.1521739560464309,0.5774121583937535
Waist,"Others, NAFL, Probable NASH",0.5303461356092936,0.5773809523809523,0.037136622005877105,-0.046292437821804165,0.5773809523809523
VFI,"Others, None, NAFL, Probable NASH",0.5769980506822612,0.5316666666666667,0.08772077779119243,0.017448457272346573,0.5769980506822612
Sex,"NAFL, Probable NASH, NASH",0.5769230769230769,0.5705596107055961,-0.1438666768144058,-0.105169842313415,0.5769230769230769
FIB-4,"Others, Cirrhosis",0.5738636363636364,0.5769230769230769,0.12574431446883835,0.13316609998809895,0.5769230769230769
VFI,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.5305614783226724,0.5769102063580591,-0.05152346939003679,-0.11571717488152262,0.5769102063580591
SMI,"Others, Probable NASH, NASH, Cirrhosis",0.5768518518518518,0.5507718696397942,-0.1331113120631637,-0.08341238864981683,0.5768518518518518
